44, 49
44, 121
39, 138
39, 16
39, 136
39, 34
39, 70
39, 103
9, 85
9, 34
9, 48
9, 117
9, 70
9, 72
9, 103
113, 11
113, 48
113, 70
113, 72
113, 101
64, 116
64, 79
64, 126
64, 106
64, 52
64, 32
64, 55
64, 108
64, 68
64, 67
71, 87
71, 93
71, 43
71, 28
71, 41
71, 88
71, 48
87, 99
87, 98
87, 93
87, 7
87, 28
87, 41
99, 98
99, 7
99, 28
99, 41
99, 14
29, 57
98, 93
98, 7
98, 28
98, 41
98, 103
66, 73
66, 62
66, 84
135, 82
40, 86
40, 22
40, 52
40, 49
40, 121
138, 43
138, 16
138, 136
138, 48
138, 70
109, 93
109, 15
109, 130
109, 36
109, 37
109, 38
86, 52
93, 7
93, 28
93, 41
43, 28
43, 136
43, 14
43, 48
73, 84
8, 24
8, 18
8, 88
77, 136
77, 57
77, 63
77, 95
77, 59
77, 62
77, 37
77, 70
77, 84
77, 56
16, 34
7, 28
7, 41
13, 79
116, 140
116, 126
116, 25
116, 32
116, 55
116, 69
116, 108
116, 104
116, 67
28, 41
28, 14
22, 52
22, 49
22, 121
41, 72
92, 136
92, 52
92, 11
92, 48
92, 84
30, 61
30, 52
30, 48
30, 103
30, 110
30, 129
102, 63
102, 91
102, 88
102, 130
102, 6
102, 100
102, 70
102, 72
140, 126
140, 12
140, 32
140, 55
140, 69
140, 108
140, 68
140, 104
140, 67
79, 52
126, 106
126, 32
126, 55
126, 65
126, 108
126, 68
126, 143
126, 67
82, 12
82, 137
82, 67
23, 63
23, 91
23, 88
23, 52
23, 130
23, 6
23, 100
23, 58
23, 38
23, 5
23, 129
23, 56
106, 12
106, 55
106, 65
106, 108
106, 68
106, 141
106, 143
106, 10
61, 33
61, 15
61, 48
61, 36
61, 96
61, 70
61, 103
61, 110
61, 89
136, 85
136, 35
136, 33
136, 91
136, 88
136, 48
136, 36
136, 95
136, 59
136, 117
136, 100
136, 37
136, 72
136, 103
136, 58
136, 5
136, 89
136, 56
57, 35
57, 52
57, 11
57, 59
57, 62
57, 37
57, 70
57, 84
14, 11
14, 48
14, 70
14, 72
14, 103
21, 52
21, 49
21, 121
85, 35
85, 63
85, 91
85, 48
85, 117
85, 37
85, 58
85, 38
107, 15
107, 52
107, 89
35, 63
35, 91
35, 88
35, 59
35, 117
35, 37
35, 58
35, 84
33, 91
33, 48
33, 96
33, 37
33, 103
33, 5
33, 84
33, 110
33, 89
15, 48
15, 130
15, 112
15, 36
15, 6
15, 96
15, 84
15, 89
15, 115
63, 91
63, 34
63, 130
63, 59
63, 6
63, 100
63, 37
63, 70
63, 72
63, 58
63, 38
63, 5
63, 129
63, 56
63, 74
91, 88
91, 52
91, 130
91, 59
91, 100
91, 37
91, 58
91, 38
88, 130
88, 117
88, 6
88, 100
88, 72
88, 103
88, 129
52, 49
52, 48
52, 137
52, 100
52, 97
52, 70
52, 103
52, 38
52, 84
52, 121
52, 144
52, 129
52, 134
52, 80
49, 121
122, 12
122, 65
34, 11
34, 48
34, 60
34, 59
34, 72
34, 103
11, 48
11, 70
11, 72
11, 103
11, 110
48, 117
48, 70
48, 72
48, 103
48, 110
48, 129
119, 137
130, 36
130, 6
130, 100
130, 58
130, 38
130, 5
130, 84
130, 132
130, 110
130, 129
130, 56
130, 125
130, 127
130, 74
12, 69
12, 108
12, 104
12, 67
12, 10
60, 36
112, 95
112, 96
112, 5
112, 84
112, 110
112, 89
36, 59
36, 96
36, 37
36, 70
36, 5
36, 110
36, 56
95, 59
95, 70
95, 103
95, 125
59, 62
59, 37
59, 38
59, 84
59, 89
117, 58
117, 38
117, 5
6, 100
6, 38
6, 84
6, 110
6, 89
6, 129
6, 80
6, 125
6, 74
25, 111
25, 69
25, 141
32, 108
32, 68
32, 104
32, 67
55, 108
55, 68
55, 67
62, 37
62, 84
62, 110
137, 97
100, 37
100, 58
100, 38
100, 5
96, 70
96, 110
96, 89
31, 123
37, 72
37, 58
37, 84
37, 94
128, 5
70, 72
70, 103
70, 58
70, 38
70, 110
70, 129
70, 125
70, 127
123, 56
103, 110
103, 89
103, 56
103, 125
103, 127
58, 38
58, 5
58, 129
58, 56
38, 5
38, 129
38, 56
38, 74
111, 132
111, 108
111, 68
111, 141
5, 89
5, 56
5, 74
65, 108
65, 68
65, 143
65, 67
65, 46
84, 132
84, 129
84, 56
84, 80
84, 125
110, 89
110, 56
89, 115
89, 56
89, 125
121, 56
69, 108
69, 141
69, 67
69, 46
108, 68
108, 141
108, 67
144, 134
50, 68
50, 131
50, 143
50, 67
129, 56
129, 125
129, 127
129, 74
129, 67
68, 141
68, 104
68, 143
68, 67
56, 125
56, 74
80, 125
80, 74
131, 143
131, 67
131, 46
104, 67
143, 67
143, 46
67, 46
33.0, 103.0
33.0, 5.0
33.0, 84.0
33.0, 110.0
33.0, 89.0
15.0, 48.0
15.0, 130.0
15.0, 112.0
15.0, 36.0
15.0, 6.0
15.0, 96.0
15.0, 84.0
15.0, 89.0
15.0, 115.0
63.0, 91.0
63.0, 34.0
63.0, 130.0
63.0, 59.0
63.0, 6.0
63.0, 100.0
63.0, 37.0
63.0, 70.0
63.0, 72.0
63.0, 58.0
63.0, 38.0
63.0, 5.0
63.0, 129.0
63.0, 56.0
63.0, 74.0
91.0, 88.0
91.0, 52.0
91.0, 130.0
91.0, 59.0
91.0, 100.0
91.0, 37.0
91.0, 58.0
91.0, 38.0
88.0, 130.0
88.0, 117.0
88.0, 6.0
88.0, 100.0
88.0, 72.0
88.0, 103.0
88.0, 129.0
52.0, 49.0
52.0, 48.0
52.0, 137.0
52.0, 100.0
52.0, 97.0
52.0, 70.0
52.0, 103.0
52.0, 38.0
52.0, 84.0
52.0, 121.0
52.0, 144.0
52.0, 129.0
52.0, 134.0
52.0, 80.0
49.0, 121.0
122.0, 12.0
122.0, 65.0
34.0, 11.0
34.0, 48.0
34.0, 60.0
34.0, 59.0
34.0, 72.0
34.0, 103.0
11.0, 48.0
11.0, 70.0
11.0, 72.0
11.0, 103.0
11.0, 110.0
48.0, 117.0
48.0, 70.0
48.0, 72.0
48.0, 103.0
48.0, 110.0
48.0, 129.0
119.0, 137.0
130.0, 36.0
130.0, 6.0
130.0, 100.0
130.0, 58.0
130.0, 38.0
130.0, 5.0
130.0, 84.0
130.0, 132.0
130.0, 110.0
130.0, 129.0
130.0, 56.0
130.0, 125.0
130.0, 127.0
130.0, 74.0
12.0, 69.0
12.0, 108.0
12.0, 104.0
12.0, 67.0
12.0, 10.0
60.0, 36.0
112.0, 95.0
112.0, 96.0
112.0, 5.0
112.0, 84.0
112.0, 110.0
112.0, 89.0
36.0, 59.0
36.0, 96.0
36.0, 37.0
36.0, 70.0
36.0, 5.0
36.0, 110.0
36.0, 56.0
95.0, 59.0
95.0, 70.0
95.0, 103.0
95.0, 125.0
59.0, 62.0
59.0, 37.0
59.0, 38.0
59.0, 84.0
59.0, 89.0
117.0, 58.0
117.0, 38.0
117.0, 5.0
6.0, 100.0
6.0, 38.0
6.0, 84.0
6.0, 110.0
6.0, 89.0
6.0, 129.0
6.0, 80.0
6.0, 125.0
6.0, 74.0
25.0, 111.0
25.0, 69.0
25.0, 141.0
32.0, 108.0
32.0, 68.0
32.0, 104.0
32.0, 67.0
55.0, 108.0
55.0, 68.0
55.0, 67.0
62.0, 37.0
62.0, 84.0
62.0, 110.0
137.0, 97.0
100.0, 37.0
100.0, 58.0
100.0, 38.0
100.0, 5.0
96.0, 70.0
96.0, 110.0
96.0, 89.0
31.0, 123.0
37.0, 72.0
37.0, 58.0
37.0, 84.0
37.0, 94.0
128.0, 5.0
70.0, 72.0
70.0, 103.0
70.0, 58.0
70.0, 38.0
70.0, 110.0
70.0, 129.0
70.0, 125.0
70.0, 127.0
123.0, 56.0
103.0, 110.0
103.0, 89.0
103.0, 56.0
103.0, 125.0
103.0, 127.0
58.0, 38.0
58.0, 5.0
58.0, 129.0
58.0, 56.0
38.0, 5.0
38.0, 129.0
38.0, 56.0
38.0, 74.0
111.0, 132.0
111.0, 108.0
111.0, 68.0
111.0, 141.0
5.0, 89.0
5.0, 56.0
5.0, 74.0
65.0, 108.0
65.0, 68.0
65.0, 143.0
65.0, 67.0
65.0, 46.0
84.0, 132.0
84.0, 129.0
84.0, 56.0
84.0, 80.0
84.0, 125.0
110.0, 89.0
110.0, 56.0
89.0, 115.0
89.0, 56.0
89.0, 125.0
121.0, 56.0
69.0, 108.0
69.0, 141.0
69.0, 67.0
69.0, 46.0
108.0, 68.0
108.0, 141.0
108.0, 67.0
144.0, 134.0
50.0, 68.0
50.0, 131.0
50.0, 143.0
50.0, 67.0
129.0, 56.0
129.0, 125.0
129.0, 127.0
129.0, 74.0
129.0, 67.0
68.0, 141.0
68.0, 104.0
68.0, 143.0
68.0, 67.0
56.0, 125.0
56.0, 74.0
80.0, 125.0
80.0, 74.0
131.0, 143.0
131.0, 67.0
131.0, 46.0
104.0, 67.0
143.0, 67.0
143.0, 46.0
67.0, 46.0
